departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
TAO,CGQ,CZ6358,,TAOCGQ,,MF8055,FOCCGO,,,,MF8055,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CGQ,CZ6546,,TAOCGQ,,MF8277,FOCCGO,,,,MF8277,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CGQ,MF8049,,TAOCGQ,,MF4444,FOCCGO,,,,MF4444,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CGQ,QW9789,,TAOCGQ,,CZ6918,FOCCGO,,,,CZ6918,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CGQ,SC4955,,TAOCGQ,,PN6250,FOCCGO,,,,PN6250,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,3U8232,,TAOCKG,,FU6529,FOCCGO,,,,FU6529,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,CZ8134,,TAOCKG,,FU6617,FOCCGO,,,,FU6617,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,MU2836,,TAOCKG,,HU7812,FOCCGO,,,,HU7812,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,MU5366,,TAOCKG,,CZ5029,FOCCGO,,,,CZ5029,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,PN6268,,TAOCKG,,CZ5197,FOCCGO,,,,CZ5197,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,SC4716,,TAOCKG,,NS8277,FOCCGO,,,,NS8277,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,SC4781,,TAOCKG,,NS8055,FOCCGO,,,,NS8055,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,SC4795,,TAOCKG,,MU3079,FOCCGO,,,,MU3079,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CKG,SC4838,,TAOCKG,,JR1552,FOCCGO,,,,JR1552,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CSX,BK2770,,TAOCSX,,HU6617,FOCCGO,,,,HU6617,FOCCGO,福州长乐国际机场-郑州新郑国际机场
TAO,CSX,CZ3938,,TAOCSX,,MU3110,NNGCAN,,,,MU3110,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CSX,KY8232,,TAOCSX,,MU3112,NNGCAN,,,,MU3112,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CSX,MF8040,,TAOCSX,,MU3114,NNGCAN,,,,MU3114,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CSX,QW9775,,TAOCSX,,CZ3297,NNGCAN,,,,CZ3297,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CSX,SC4643,,TAOCSX,,CZ3295,NNGCAN,,,,CZ3295,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CSX,SC8737,,TAOCSX,,CZ3293,NNGCAN,,,,CZ3293,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CTU,3U8260,,TAOCTU,,MF1171,NNGCAN,,,,MF1171,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CTU,3U8916,,TAOCTU,,MF1169,NNGCAN,,,,MF1169,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CTU,CA4512,,TAOCTU,,MF1167,NNGCAN,,,,MF1167,NNGCAN,南宁吴圩国际机场-广州白云国际机场
TAO,CTU,MU2006,,TAOCTU,,CZ5165,WUHXNN,,,,CZ5165,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,CTU,QW9771,,TAOCTU,,CZ5177,WUHXNN,,,,CZ5177,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,CTU,SC4713,,TAOCTU,,KY9105,WUHXNN,,,,KY9105,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,CZX,3U8108,,TAOCZX,,CA3483,WUHXNN,,,,CA3483,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,CZX,MU9939,,TAOCZX,,ZH9105,WUHXNN,,,,ZH9105,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,DAT,SC4683,,TAODAT,,NS8273,WUHXNN,,,,NS8273,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,DDG,FM9231,,TAODDG,,NS8241,WUHXNN,,,,NS8241,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,DLC,CZ6480,,TAODLC,,MF8273,WUHXNN,,,,MF8273,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,DLC,MU2517,,TAODLC,,MF8241,WUHXNN,,,,MF8241,WUHXNN,武汉天河国际机场-西宁曹家堡机场
TAO,DLC,SC4621,,TAODLC,,MU9722,HGHDLU,,,,MU9722,HGHDLU,杭州萧山国际机场-大理荒草坝机场
TAO,DLC,SC4623,,TAODLC,,HU7070,NGBCAN,,,,HU7070,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DLC,SC4625,,TAODLC,,MU3259,NGBCAN,,,,MU3259,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DLC,SC4837,,TAODLC,,MU3421,NGBCAN,,,,MU3421,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DQA,CZ6226,,TAODQA,,MU3417,NGBCAN,,,,MU3417,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DQA,MU5529,,TAODQA,,MU3419,NGBCAN,,,,MU3419,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DQA,SC8431,,TAODQA,,ZH9636,NGBCAN,,,,ZH9636,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DYG,CZ3984,,TAODYG,,MF1588,NGBCAN,,,,MF1588,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,DYG,QW9853,,TAODYG,,MF1586,NGBCAN,,,,MF1586,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,ENY,CZ6239,,TAOENY,,MF1590,NGBCAN,,,,MF1590,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,FU6562,,TAOFOC,,MF1352,NGBCAN,,,,MF1352,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,MF8030,,TAOFOC,,CZ8626,NGBCAN,,,,CZ8626,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,MF821,,TAOFOC,,CZ3778,NGBCAN,,,,CZ3778,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,MF877,,TAOFOC,,CZ3776,NGBCAN,,,,CZ3776,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,SC8739,,TAOFOC,,CZ3780,NGBCAN,,,,CZ3780,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,FOC,SC8841,,TAOFOC,,CZ3518,NGBCAN,,,,CZ3518,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HAK,QW9785,,TAOHAK,,MU5239,NGBCAN,,,,MU5239,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HAK,SC4643,,TAOHAK,,MU5237,NGBCAN,,,,MU5237,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HAK,SC4883,,TAOHAK,,KY9636,NGBCAN,,,,KY9636,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HET,CZ8666,,TAOHET,,CZ9331,NGBCAN,,,,CZ9331,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HET,DR5310,,TAOHET,,CZ9329,NGBCAN,,,,CZ9329,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HET,GS6608,,TAOHET,,CA3398,NGBCAN,,,,CA3398,NGBCAN,宁波栎社国际机场-广州白云国际机场
TAO,HET,SC4717,,TAOHET,,CA4727,YNTKWL,,,,CA4727,YNTKWL,烟台蓬莱国际机场-桂林两江国际机场
TAO,HET,SC4907,,TAOHET,,SC4727,YNTKWL,,,,SC4727,YNTKWL,烟台蓬莱国际机场-桂林两江国际机场
TAO,HFE,MU5366,,TAOHFE,,CZ6234,GYSSZX,,,,CZ6234,GYSSZX,广元盘龙机场-深圳宝安国际机场
TAO,HFE,SC8761,,TAOHFE,,MF1901,GYSSZX,,,,MF1901,GYSSZX,广元盘龙机场-深圳宝安国际机场
TAO,HGH,GS6607,,TAOHGH,,MU536,TAOPEK,,,,MU536,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,MF8534,,TAOHGH,,MU744,TAOPEK,,,,MU744,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,MU2381,,TAOHGH,,CA4651,TAOPEK,,,,CA4651,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,MU5537,,TAOHGH,,CA4653,TAOPEK,,,,CA4653,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,MU5672,,TAOHGH,,CA4657,TAOPEK,,,,CA4657,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,SC4645,,TAOHGH,,QW9781,TAOPEK,,,,QW9781,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,SC4773,,TAOHGH,,ZH1526,TAOPEK,,,,ZH1526,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HGH,SC4775,,TAOHGH,,ZH1570,TAOPEK,,,,ZH1570,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HIA,GS6480,,TAOHIA,,ZH1572,TAOPEK,,,,ZH1572,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HJJ,GX8828,,TAOHJJ,,ZH1576,TAOPEK,,,,ZH1576,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HLD,A67107,,TAOHLD,,MU5193,TAOPEK,,,,MU5193,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HLD,QW9793,,TAOHLD,,MU5195,TAOPEK,,,,MU5195,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HNY,MU9927,,TAOHNY,,MU5227,TAOPEK,,,,MU5227,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,CZ3631,,TAOHRB,,MU5677,TAOPEK,,,,MU5677,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,CZ3669,,TAOHRB,,CZ9779,TAOPEK,,,,CZ9779,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,CZ6260,,TAOHRB,,CZ9751,TAOPEK,,,,CZ9751,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,CZ8133,,TAOHRB,,SC4655,TAOPEK,,,,SC4655,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,HU7275,,TAOHRB,,SC4657,TAOPEK,,,,SC4657,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,MF8039,,TAOHRB,,SC4651,TAOPEK,,,,SC4651,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,MF8097,,TAOHRB,,SC4653,TAOPEK,,,,SC4653,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,MU2701,,TAOHRB,,CZ9325,TAOPEK,,,,CZ9325,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,MU5509,,TAOHRB,,CZ9303,TAOPEK,,,,CZ9303,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,MU5517,,TAOHRB,,CZ9305,TAOPEK,,,,CZ9305,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,QW9793,,TAOHRB,,CA1526,TAOPEK,,,,CA1526,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,QW9808,,TAOHRB,,CA1572,TAOPEK,,,,CA1572,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,QW9881,,TAOHRB,,CA1570,TAOPEK,,,,CA1570,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,SC4631,,TAOHRB,,CA1576,TAOPEK,,,,CA1576,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HRB,ZH9746,,TAOHRB,,SC1526,TAOPEK,,,,SC1526,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HSN,SC4968,,TAOHSN,,SC1572,TAOPEK,,,,SC1572,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,HUZ,MU5659,,TAOHUZ,,SC1570,TAOPEK,,,,SC1570,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,INC,CZ6479,,TAOINC,,SC1576,TAOPEK,,,,SC1576,TAOPEK,青岛流亭国际机场-北京首都国际机场
TAO,INC,HO1671,,TAOINC,,GS6488,HGHTEN,,,,GS6488,HGHTEN,杭州萧山国际机场-铜仁大兴机场
TAO,INC,MU5253,,TAOINC,,HU7682,AQGHAK,,,,HU7682,AQGHAK,安庆天柱山机场-海口美兰国际机场
TAO,INC,QW9795,,TAOINC,,MU9902,KWELHW,,,,MU9902,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,INC,SC8789,,TAOINC,,3U8674,KWELHW,,,,3U8674,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JDZ,SC8835,,TAOJDZ,,CZ3787,KWELHW,,,,CZ3787,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JJN,MF8098,,TAOJJN,,G52683,KWELHW,,,,G52683,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JJN,QW9807,,TAOJJN,,G5260P,KWELHW,,,,G5260P,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JMU,FM9169,,TAOJMU,,G5261Y,KWELHW,,,,G5261Y,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JMU,SC8753,,TAOJMU,,MU2190,KWELHW,,,,MU2190,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JUZ,SC8423,,TAOJUZ,,MF1593,KWELHW,,,,MF1593,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,JXA,FM9229,,TAOJXA,,HU7341,KWELHW,,,,HU7341,KWELHW,贵阳龙洞堡国际机场-兰州中川机场
TAO,KHN,MU5659,,TAOKHN,,MF4213,NKGCGQ,,,,MF4213,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KHN,QW9865,,TAOKHN,,ZH9537,NKGCGQ,,,,ZH9537,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KHN,RY8950,,TAOKHN,,MF8053,NKGCGQ,,,,MF8053,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KHN,SC4909,,TAOKHN,,DZ6257,NKGCGQ,,,,DZ6257,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KHN,ZH9992,,TAOKHN,,CZ6623,NKGCGQ,,,,CZ6623,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,A67108,,TAOKMG,,KY9537,NKGCGQ,,,,KY9537,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,CZ8536,,TAOKMG,,MF3016,NKGCGQ,,,,MF3016,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,DR5310,,TAOKMG,,MU2818,NKGCGQ,,,,MU2818,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,MU5479,,TAOKMG,,CA3485,NKGCGQ,,,,CA3485,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,MU5497,,TAOKMG,,NS8053,NKGCGQ,,,,NS8053,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,MU768,,TAOKMG,,MU3094,NKGCGQ,,,,MU3094,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,SC4695,,TAOKMG,,3U8505,NKGCGQ,,,,3U8505,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,SC4737,,TAOKMG,,CZ9196,NKGCGQ,,,,CZ9196,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,SC8423,,TAOKMG,,CZ5027,NKGCGQ,,,,CZ5027,NKGCGQ,南京禄口国际机场-长春龙嘉国际机场
TAO,KMG,SC8829,,TAOKMG,,GS7868,YTYTSN,,,,GS7868,YTYTSN,扬州泰州机场-天津滨海国际机场
TAO,KMG,SC8835,,TAOKMG,,MU3510,URCSJW,,,,MU3510,URCSJW,乌鲁木齐地窝铺国际机场-石家庄正定机场
TAO,KRL,SC4969,,TAOKRL,,CZ6954,URCSJW,,,,CZ6954,URCSJW,乌鲁木齐地窝铺国际机场-石家庄正定机场
TAO,KRY,QW9803,,TAOKRY,,MF4478,URCSJW,,,,MF4478,URCSJW,乌鲁木齐地窝铺国际机场-石家庄正定机场
TAO,KWE,CZ6166,,TAOKWE,,JD5384,URCSJW,,,,JD5384,URCSJW,乌鲁木齐地窝铺国际机场-石家庄正定机场
TAO,KWE,CZ6545,,TAOKWE,,G55160,URCSJW,,,,G55160,URCSJW,乌鲁木齐地窝铺国际机场-石家庄正定机场
TAO,KWE,EU2742,,TAOKWE,,MF1854,CGQHET,,,,MF1854,CGQHET,长春龙嘉国际机场-呼和浩特白塔机场
TAO,KWE,QW9805,,TAOKWE,,G55071,CGQHET,,,,G55071,CGQHET,长春龙嘉国际机场-呼和浩特白塔机场
TAO,KWE,SC4733,,TAOKWE,,CZ6181,CGQHET,,,,CZ6181,CGQHET,长春龙嘉国际机场-呼和浩特白塔机场
TAO,KWE,SC4755,,TAOKWE,,MU4771,CGQHET,,,,MU4771,CGQHET,长春龙嘉国际机场-呼和浩特白塔机场
TAO,KWE,SC8419,,TAOKWE,,HU7878,CGQHET,,,,HU7878,CGQHET,长春龙嘉国际机场-呼和浩特白塔机场
TAO,KWL,QW9785,,TAOKWL,,JD5748,CGQHFE,,,,JD5748,CGQHFE,长春龙嘉国际机场-合肥新桥国际机场
TAO,KWL,SC4931,,TAOKWL,,ZH9273,PEKXFN,,,,ZH9273,PEKXFN,北京首都国际机场-襄樊刘集机场
TAO,KWL,SC8761,,TAOKWL,,KY9273,PEKXFN,,,,KY9273,PEKXFN,北京首都国际机场-襄樊刘集机场
TAO,LHW,MU2258,,TAOLHW,,CA3329,PEKXFN,,,,CA3329,PEKXFN,北京首都国际机场-襄樊刘集机场
TAO,LHW,MU5507,,TAOLHW,,MU4672,CSXCAN,,,,MU4672,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LHW,QW9799,,TAOLHW,,CZ332,CSXCAN,,,,CZ332,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LHW,QW9803,,TAOLHW,,MU3182,CSXCAN,,,,MU3182,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LHW,SC4683,,TAOLHW,,MU3172,CSXCAN,,,,MU3172,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LHW,SC4907,,TAOLHW,,CZ3130,CSXCAN,,,,CZ3130,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LHW,TV9872,,TAOLHW,,CZ3387,CSXCAN,,,,CZ3387,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LNL,SC8819,,TAOLNL,,CZ3379,CSXCAN,,,,CZ3379,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LXA,TV9862,,TAOLXA,,MF1030,CSXCAN,,,,MF1030,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,LZH,MU5379,,TAOLZH,,MF1237,CSXCAN,,,,MF1237,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,MDG,MU5511,,TAOMDG,,MF1231,CSXCAN,,,,MF1231,CSXCAN,长沙黄花国际机场-广州白云国际机场
TAO,MDG,SC8897,,TAOMDG,,GS7620,HAKLZO,,,,GS7620,HAKLZO,海口美兰国际机场-泸州蓝田机场
TAO,MIG,SC8441,,TAOMIG,,CZ9581,ACXKMG,,,,CZ9581,ACXKMG,兴义机场-昆明长水国际机场
TAO,NBS,HO1075,,TAONBS,,MU5818,ACXKMG,,,,MU5818,ACXKMG,兴义机场-昆明长水国际机场
TAO,NDG,FM9199,,TAONDG,,CN7839,URCSHE,,,,CN7839,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,HU7722,,TAONGB,,MF4038,URCSHE,,,,MF4038,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,MU5243,,TAONGB,,MF4106,URCSHE,,,,MF4106,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,MU5482,,TAONGB,,MF4108,URCSHE,,,,MF4108,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,SC4749,,TAONGB,,MF4104,URCSHE,,,,MF4104,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,SC4883,,TAONGB,,HU7839,URCSHE,,,,HU7839,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NGB,SC8853,,TAONGB,,G55109,URCSHE,,,,G55109,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NKG,MU2836,,TAONKG,,G55132,URCSHE,,,,G55132,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NKG,QW9795,,TAONKG,,CZ6496,URCSHE,,,,CZ6496,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NKG,SC4695,,TAONKG,,CZ6494,URCSHE,,,,CZ6494,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NKG,SC4931,,TAONKG,,CZ6492,URCSHE,,,,CZ6492,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NKG,SC4943,,TAONKG,,CZ6414,URCSHE,,,,CZ6414,URCSHE,乌鲁木齐地窝铺国际机场-沈阳桃仙国际机场
TAO,NNG,GX8828,,TAONNG,,3U1035,KWECGQ,,,,3U1035,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,NNG,GX8874,,TAONNG,,G55065,KWECGQ,,,,G55065,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,NNG,HU1828,,TAONNG,,MF1840,KWECGQ,,,,MF1840,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,NNG,HU1874,,TAONNG,,SC4957,KWECGQ,,,,SC4957,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,NNG,SC8419,,TAONNG,,G54957,KWECGQ,,,,G54957,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,NTG,ZH9745,,TAONTG,,CA4957,KWECGQ,,,,CA4957,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,PEK,CA1526,,TAOPEK,,MU4763,KWECGQ,,,,MU4763,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,PEK,CA1570,,TAOPEK,,CZ6165,KWECGQ,,,,CZ6165,KWECGQ,贵阳龙洞堡国际机场-长春龙嘉国际机场
TAO,PEK,CA1572,,TAOPEK,,NS3243,SJWNKG,,,,NS3243,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,CA1576,,TAOPEK,,NS3225,SJWNKG,,,,NS3225,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,CA1580,,TAOPEK,,MF7023,SJWNKG,,,,MF7023,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,CA4657,,TAOPEK,,MF7033,SJWNKG,,,,MF7033,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,MU5193,,TAOPEK,,MU2778,SJWNKG,,,,MU2778,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,MU5195,,TAOPEK,,MU2768,SJWNKG,,,,MU2768,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,MU5227,,TAOPEK,,JD5276,SJWNKG,,,,JD5276,SJWNKG,石家庄正定机场-南京禄口国际机场
TAO,PEK,MU536,,TAOPEK,,3U8771,LHWJGN,,,,3U8771,LHWJGN,兰州中川机场-嘉峪关机场
TAO,PEK,MU5677,,TAOPEK,,CA5849,LHWJGN,,,,CA5849,LHWJGN,兰州中川机场-嘉峪关机场
TAO,PEK,SC4649,,TAOPEK,,CZ9138,LHWJGN,,,,CZ9138,LHWJGN,兰州中川机场-嘉峪关机场
TAO,PEK,SC4651,,TAOPEK,,G52689,LHWJGN,,,,G52689,LHWJGN,兰州中川机场-嘉峪关机场
TAO,PEK,SC4653,,TAOPEK,,GX8815,BFJXIY,,,,GX8815,BFJXIY,毕节飞雄机场-西安咸阳国际机场
TAO,PEK,SC4657,,TAOPEK,,CZ9115,HFEXNN,,,,CZ9115,HFEXNN,合肥新桥国际机场-西宁曹家堡机场
TAO,PVG,CZ6225,,TAOPVG,,JR2385,HFEXNN,,,,JR2385,HFEXNN,合肥新桥国际机场-西宁曹家堡机场
TAO,PVG,HO1076,,TAOPVG,,MU2385,HFEXNN,,,,MU2385,HFEXNN,合肥新桥国际机场-西宁曹家堡机场
TAO,PVG,HO1116,,TAOPVG,,CZ9657,PVGYBP,,,,CZ9657,PVGYBP,上海浦东国际机场-宜宾莱坝机场
TAO,PVG,HO1196,,TAOPVG,,MU5267,PVGYBP,,,,MU5267,PVGYBP,上海浦东国际机场-宜宾莱坝机场
TAO,PVG,HO1242,,TAOPVG,,SC4698,XNNTAO,,,,SC4698,XNNTAO,西宁曹家堡机场-青岛流亭国际机场
TAO,PVG,HO1290,,TAOPVG,,CA4698,XNNTAO,,,,CA4698,XNNTAO,西宁曹家堡机场-青岛流亭国际机场
TAO,PVG,MU5512,,TAOPVG,,G54698,XNNTAO,,,,G54698,XNNTAO,西宁曹家堡机场-青岛流亭国际机场
TAO,PVG,MU5522,,TAOPVG,,MF1966,DLCNGB,,,,MF1966,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,PVG,MU5573,,TAOPVG,,CZ5418,DLCNGB,,,,CZ5418,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,PVG,SC4601,,TAOPVG,,JD5540,DLCNGB,,,,JD5540,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,PVG,SC8745,,TAOPVG,,HU7718,DLCNGB,,,,HU7718,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,9C8822,,TAOSHA,,MF8520,DLCNGB,,,,MF8520,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,9C8854,,TAOSHA,,CZ6325,DLCNGB,,,,CZ6325,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,FM9200,,TAOSHA,,G55095,DLCNGB,,,,G55095,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,FM9218,,TAOSHA,,NS8520,DLCNGB,,,,NS8520,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,FM9230,,TAOSHA,,DZ6252,DLCNGB,,,,DZ6252,DLCNGB,大连周水子国际机场-宁波栎社国际机场
TAO,SHA,FM9232,,TAOSHA,,MU2179,YNTYNJ,,,,MU2179,YNTYNJ,烟台蓬莱国际机场-延吉朝阳川机场
TAO,SHA,HO1196,,TAOSHA,,MU5683,YNTYNJ,,,,MU5683,YNTYNJ,烟台蓬莱国际机场-延吉朝阳川机场
TAO,SHA,MU5514,,TAOSHA,,MF8176,HFEXMN,,,,MF8176,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
TAO,SHA,MU5516,,TAOSHA,,MF3050,HFEXMN,,,,MF3050,HFEXMN,合肥新桥国际机场-厦门高崎国际机场
