departure,arrival,airplane_number,,,,letter,航线,,,,航班,航线,机场
,,,,,,MF1520,NKGCAN,,,,MF1520,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1622,NKGCAN,,,,MF1622,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1644,NKGCAN,,,,MF1644,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MF1668,NKGCAN,,,,MF1668,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CA3596,NKGCAN,,,,CA3596,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CA3372,NKGCAN,,,,CA3372,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CA3412,NKGCAN,,,,CA3412,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CA3414,NKGCAN,,,,CA3414,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CA3855,NKGCAN,,,,CA3855,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,KY9622,NKGCAN,,,,KY9622,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,KY9618,NKGCAN,,,,KY9618,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,KY9626,NKGCAN,,,,KY9626,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,KY9678,NKGCAN,,,,KY9678,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,FM9357,NKGCAN,,,,FM9357,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,FM9355,NKGCAN,,,,FM9355,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,KY9709,NKGCAN,,,,KY9709,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3249,NKGCAN,,,,MU3249,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3255,NKGCAN,,,,MU3255,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3321,NKGCAN,,,,MU3321,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3367,NKGCAN,,,,MU3367,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3365,NKGCAN,,,,MU3365,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3447,NKGCAN,,,,MU3447,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,MU3471,NKGCAN,,,,MU3471,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3514,NKGCAN,,,,CZ3514,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3508,NKGCAN,,,,CZ3508,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3698,NKGCAN,,,,CZ3698,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3600,NKGCAN,,,,CZ3600,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ9192,NKGCAN,,,,CZ9192,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3700,NKGCAN,,,,CZ3700,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3844,NKGCAN,,,,CZ3844,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3822,NKGCAN,,,,CZ3822,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,CZ3872,NKGCAN,,,,CZ3872,NKGCAN,南京禄口国际机场-广州白云国际机场
,,,,,,G55196,SWACSX,,,,G55196,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,G55049,SWACSX,,,,G55049,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,CZ3825,SWACSX,,,,CZ3825,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,MF1625,SWACSX,,,,MF1625,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,MU2400,SWACSX,,,,MU2400,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,CZ8154,SWACSX,,,,CZ8154,SWACSX,揭阳潮汕机场-长沙黄花国际机场
,,,,,,FM9535,SHAXMN,,,,FM9535,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,HO1737,SHAXMN,,,,HO1737,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,HO1191,SHAXMN,,,,HO1191,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,FM9149,SHAXMN,,,,FM9149,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,FM9167,SHAXMN,,,,FM9167,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,FM9068,SHAXMN,,,,FM9068,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,FM9373,SHAXMN,,,,FM9373,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,FM9263,SHAXMN,,,,FM9263,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU5565,SHAXMN,,,,MU5565,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU5663,SHAXMN,,,,MU5663,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU5665,SHAXMN,,,,MU5665,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9373,SHAXMN,,,,MU9373,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9263,SHAXMN,,,,MU9263,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9535,SHAXMN,,,,MU9535,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF3061,SHAXMN,,,,MF3061,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF3059,SHAXMN,,,,MF3059,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF3042,SHAXMN,,,,MF3042,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ9771,SHAXMN,,,,CZ9771,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9167,SHAXMN,,,,MU9167,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9149,SHAXMN,,,,MU9149,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ9511,SHAXMN,,,,CZ9511,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ9513,SHAXMN,,,,CZ9513,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU9068,SHAXMN,,,,MU9068,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5400,SHAXMN,,,,CZ5400,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5404,SHAXMN,,,,CZ5404,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5408,SHAXMN,,,,CZ5408,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5410,SHAXMN,,,,CZ5410,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5416,SHAXMN,,,,CZ5416,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5420,SHAXMN,,,,CZ5420,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5434,SHAXMN,,,,CZ5434,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5444,SHAXMN,,,,CZ5444,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CZ5464,SHAXMN,,,,CZ5464,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8536,SHAXMN,,,,MF8536,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8522,SHAXMN,,,,MF8522,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8512,SHAXMN,,,,MF8512,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8510,SHAXMN,,,,MF8510,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8518,SHAXMN,,,,MF8518,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8502,SHAXMN,,,,MF8502,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8506,SHAXMN,,,,MF8506,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8568,SHAXMN,,,,MF8568,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MF8546,SHAXMN,,,,MF8546,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU3933,SHAXMN,,,,MU3933,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8518,SHAXMN,,,,NS8518,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8512,SHAXMN,,,,NS8512,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8510,SHAXMN,,,,NS8510,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8522,SHAXMN,,,,NS8522,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8502,SHAXMN,,,,NS8502,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8506,SHAXMN,,,,NS8506,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8568,SHAXMN,,,,NS8568,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8536,SHAXMN,,,,NS8536,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,NS8546,SHAXMN,,,,NS8546,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8520,SHAXMN,,,,MU8520,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8519,SHAXMN,,,,MU8519,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8518,SHAXMN,,,,MU8518,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8515,SHAXMN,,,,MU8515,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8516,SHAXMN,,,,MU8516,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8513,SHAXMN,,,,MU8513,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8514,SHAXMN,,,,MU8514,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8511,SHAXMN,,,,MU8511,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,MU8512,SHAXMN,,,,MU8512,SHAXMN,上海虹桥国际机场-厦门高崎国际机场
,,,,,,CA3451,DLCYTY,,,,CA3451,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,CA3360,DLCYTY,,,,CA3360,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,ZH9354,DLCYTY,,,,ZH9354,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,ZH9473,DLCYTY,,,,ZH9473,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,KY9354,DLCYTY,,,,KY9354,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,KY9473,DLCYTY,,,,KY9473,DLCYTY,大连周水子国际机场-扬州泰州机场
,,,,,,DZ6273,SZXHDG,,,,DZ6273,SZXHDG,深圳宝安国际机场-邯郸机场
,,,,,,MU5327,TNAJUH,,,,MU5327,TNAJUH,济南遥墙国际机场-九华山机场
,,,,,,G5264J,TENSHA,,,,G5264J,TENSHA,铜仁大兴机场-上海虹桥国际机场
,,,,,,MU5881,TENSHA,,,,MU5881,TENSHA,铜仁大兴机场-上海虹桥国际机场
,,,,,,G55131,BAVURC,,,,G55131,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,G55108,BAVURC,,,,G55108,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,MF4107,BAVURC,,,,MF4107,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,MF4037,BAVURC,,,,MF4037,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,CZ6495,BAVURC,,,,CZ6495,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,CZ6413,BAVURC,,,,CZ6413,BAVURC,包头二里半机场-乌鲁木齐地窝铺国际机场
,,,,,,MF8238,INCXMN,,,,MF8238,INCXMN,银川河东机场-厦门高崎国际机场
,,,,,,CZ5162,INCXMN,,,,CZ5162,INCXMN,银川河东机场-厦门高崎国际机场
,,,,,,SC4798,INCXMN,,,,SC4798,INCXMN,银川河东机场-厦门高崎国际机场
,,,,,,CA4798,INCXMN,,,,CA4798,INCXMN,银川河东机场-厦门高崎国际机场
,,,,,,NS8238,INCXMN,,,,NS8238,INCXMN,银川河东机场-厦门高崎国际机场
,,,,,,8L9684,DATKMG,,,,8L9684,DATKMG,大同云冈机场-昆明长水国际机场
,,,,,,CA4883,TAOHAK,,,,CA4883,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,HO1067,TAOHAK,,,,HO1067,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,HU7842,TAOHAK,,,,HU7842,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,SC4883,TAOHAK,,,,SC4883,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,3U1057,TAOHAK,,,,3U1057,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,QW9785,TAOHAK,,,,QW9785,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,MU4023,TAOHAK,,,,MU4023,TAOHAK,青岛流亭国际机场-海口美兰国际机场
,,,,,,3U8712,YIHCTU,,,,3U8712,YIHCTU,宜昌三峡机场-成都双流国际机场
,,,,,,CA3822,PVGSZX,,,,CA3822,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA1893,PVGSZX,,,,CA1893,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9908,PVGSZX,,,,KY9908,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9918,PVGSZX,,,,KY9918,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MF4302,PVGSZX,,,,MF4302,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9820,PVGSZX,,,,KY9820,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA3341,PVGSZX,,,,CA3341,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA3347,PVGSZX,,,,CA3347,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ6752,PVGSZX,,,,CZ6752,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9812,PVGSZX,,,,KY9812,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ6756,PVGSZX,,,,CZ6756,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA3367,PVGSZX,,,,CA3367,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9892,PVGSZX,,,,KY9892,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MF4298,PVGSZX,,,,MF4298,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA3466,PVGSZX,,,,CA3466,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CA3492,PVGSZX,,,,CA3492,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU5361,PVGSZX,,,,MU5361,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU5335,PVGSZX,,,,MU5335,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU5351,PVGSZX,,,,MU5351,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,KY9292,PVGSZX,,,,KY9292,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9292,PVGSZX,,,,ZH9292,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,SC1893,PVGSZX,,,,SC1893,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH1893,PVGSZX,,,,ZH1893,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9518,PVGSZX,,,,ZH9518,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9510,PVGSZX,,,,ZH9510,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9514,PVGSZX,,,,ZH9514,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9506,PVGSZX,,,,ZH9506,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9908,PVGSZX,,,,ZH9908,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9918,PVGSZX,,,,ZH9918,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9812,PVGSZX,,,,ZH9812,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9820,PVGSZX,,,,ZH9820,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,ZH9892,PVGSZX,,,,ZH9892,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MF1632,PVGSZX,,,,MF1632,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HU7208,PVGSZX,,,,HU7208,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU4822,PVGSZX,,,,MU4822,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU4472,PVGSZX,,,,MU4472,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ3645,PVGSZX,,,,CZ3645,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ3558,PVGSZX,,,,CZ3558,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ3832,PVGSZX,,,,CZ3832,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MF1467,PVGSZX,,,,MF1467,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MF1388,PVGSZX,,,,MF1388,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU3291,PVGSZX,,,,MU3291,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ9752,PVGSZX,,,,CZ9752,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1962,PVGSZX,,,,HO1962,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1964,PVGSZX,,,,HO1964,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1966,PVGSZX,,,,HO1966,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1968,PVGSZX,,,,HO1968,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1980,PVGSZX,,,,HO1980,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,HO1975,PVGSZX,,,,HO1975,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU3453,PVGSZX,,,,MU3453,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU3336,PVGSZX,,,,MU3336,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ9377,PVGSZX,,,,CZ9377,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,CZ9391,PVGSZX,,,,CZ9391,PVGSZX,上海浦东国际机场-深圳宝安国际机场
,,,,,,MU9430,KMGHNY,,,,MU9430,KMGHNY,昆明长水国际机场-衡阳东江机场
,,,,,,FM9430,KMGHNY,,,,FM9430,KMGHNY,昆明长水国际机场-衡阳东江机场
,,,,,,MF1743,SZXHAK,,,,MF1743,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MF1914,SZXHAK,,,,MF1914,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9809,SZXHAK,,,,ZH9809,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9843,SZXHAK,,,,ZH9843,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9875,SZXHAK,,,,ZH9875,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9909,SZXHAK,,,,ZH9909,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CA3672,SZXHAK,,,,CA3672,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CA3749,SZXHAK,,,,CA3749,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MU4526,SZXHAK,,,,MU4526,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CA3719,SZXHAK,,,,CA3719,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CA3711,SZXHAK,,,,CA3711,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9315,SZXHAK,,,,ZH9315,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9317,SZXHAK,,,,ZH9317,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9311,SZXHAK,,,,ZH9311,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,ZH9313,SZXHAK,,,,ZH9313,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,KY9843,SZXHAK,,,,KY9843,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,KY9809,SZXHAK,,,,KY9809,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,KY9909,SZXHAK,,,,KY9909,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MF4338,SZXHAK,,,,MF4338,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,KY9875,SZXHAK,,,,KY9875,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ3669,SZXHAK,,,,CZ3669,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MU3665,SZXHAK,,,,MU3665,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MU3631,SZXHAK,,,,MU3631,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MU3520,SZXHAK,,,,MU3520,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,DZ6261,SZXHAK,,,,DZ6261,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ3955,SZXHAK,,,,CZ3955,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ6796,SZXHAK,,,,CZ6796,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7006,SZXHAK,,,,HU7006,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7016,SZXHAK,,,,HU7016,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7018,SZXHAK,,,,HU7018,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7014,SZXHAK,,,,HU7014,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7020,SZXHAK,,,,HU7020,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,MF4063,SZXHAK,,,,MF4063,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ6443,SZXHAK,,,,CZ6443,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ6253,SZXHAK,,,,CZ6253,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,CZ6254,SZXHAK,,,,CZ6254,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,BK2945,SZXHAK,,,,BK2945,SZXHAK,深圳宝安国际机场-海口美兰国际机场
,,,,,,HU7695,SYXSHE,,,,HU7695,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,CA3860,SYXSHE,,,,CA3860,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,CA3439,SYXSHE,,,,CA3439,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,CZ6761,SYXSHE,,,,CZ6761,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,CZ6484,SYXSHE,,,,CZ6484,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,MF4096,SYXSHE,,,,MF4096,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,KY9492,SYXSHE,,,,KY9492,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,KY9749,SYXSHE,,,,KY9749,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,MF4305,SYXSHE,,,,MF4305,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,CN7695,SYXSHE,,,,CN7695,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,3U8765,SYXSHE,,,,3U8765,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,ZH9749,SYXSHE,,,,ZH9749,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,ZH9492,SYXSHE,,,,ZH9492,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,JD5210,SYXSHE,,,,JD5210,SYXSHE,三亚凤凰国际机场-沈阳桃仙国际机场
,,,,,,KY9846,URCSZX,,,,KY9846,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,CA3478,URCSZX,,,,CA3478,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,MU3070,URCSZX,,,,MU3070,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,CZ3436,URCSZX,,,,CZ3436,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,GS7743,URCSZX,,,,GS7743,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,HU7743,URCSZX,,,,HU7743,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,CZ3912,URCSZX,,,,CZ3912,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,CZ6889,URCSZX,,,,CZ6889,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,MF1278,URCSZX,,,,MF1278,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,MF1704,URCSZX,,,,MF1704,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,ZH9846,URCSZX,,,,ZH9846,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,MF4421,URCSZX,,,,MF4421,URCSZX,乌鲁木齐地窝铺国际机场-深圳宝安国际机场
,,,,,,GX8877,NNGBAV,,,,GX8877,NNGBAV,南宁吴圩国际机场-包头二里半机场
,,,,,,CZ8116,NGBCKG,,,,CZ8116,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,G55174,NGBCKG,,,,G55174,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,3U8984,NGBCKG,,,,3U8984,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,ZH4550,NGBCKG,,,,ZH4550,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,MU4688,NGBCKG,,,,MU4688,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,3U5124,NGBCKG,,,,3U5124,NGBCKG,宁波栎社国际机场-重庆江北国际机场
,,,,,,PN6260,NGBCKG,,,,PN6260,NGBCKG,宁波栎社国际机场-重庆江北国际机场
